Time, TRD (C), pH, ORP (mV), DO (mg/L),DO (%Sat),EC (uS), EC (PSU), 
2018-06-06 14:35:54, 26.554, 8.362, 262.7, 7.20,99.5, 53771,35.53,
2018-06-06 14:36:03, 26.554, 8.361, 262.7, 7.20,99.5, 53761,35.52,
2018-06-06 14:36:12, 26.555, 8.358, 262.7, 7.20,99.5, 53751,35.51,
2018-06-06 14:36:21, 26.555, 8.358, 262.7, 7.25,100.2, 53771,35.53,
2018-06-06 14:36:30, 26.555, 8.358, 262.8, 7.23,99.9, 53761,35.52,
2018-06-06 14:36:39, 26.555, 8.361, 262.7, 7.23,100.0, 53761,35.52,
2018-06-06 14:36:48, 26.554, 8.360, 262.9, 7.20,99.5, 53761,35.52,
2018-06-06 14:36:57, 26.553, 8.365, 262.9, 7.22,99.8, 53761,35.52,
2018-06-06 14:37:06, 26.554, 8.365, 262.4, 7.21,99.7, 53761,35.52,
2018-06-06 14:37:16, 26.555, 8.364, 262.9, 7.23,99.9, 53771,35.52,
2018-06-06 14:37:25, 26.555, 8.368, 262.7, 7.24,100.0, 53771,35.53,
2018-06-06 14:37:34, 26.555, 8.367, 262.7, 7.22,99.7, 53771,35.53,
2018-06-06 14:37:43, 26.555, 8.362, 263.5, 7.28,100.6, 53751,35.51,
2018-06-06 14:37:52, 26.554, 8.359, 262.5, 7.27,100.5, 53761,35.52,
2018-06-06 14:38:01, 26.553, 8.358, 262.5, 7.23,99.9, 53741,35.51,
2018-06-06 14:38:10, 26.552, 8.358, 262.5, 7.25,100.3, 53751,35.51,
2018-06-06 14:38:19, 26.552, 8.358, 262.5, 7.17,99.1, 53741,35.50,
2018-06-06 14:38:28, 26.553, 8.360, 263.2, 7.22,99.8, 53761,35.52,
2018-06-06 14:38:37, 26.554, 8.358, 262.9, 7.23,99.9, 53741,35.51,
2018-06-06 14:38:46, 26.554, 8.360, 262.8, 7.23,100.0, 53761,35.52,
2018-06-06 14:38:55, 26.554, 8.362, 262.5, 7.21,99.6, 53751,35.51,
2018-06-06 14:39:04, 26.554, 8.363, 262.8, 7.24,100.1, 53761,35.52,
2018-06-06 14:39:13, 26.553, 8.365, 262.9, 7.24,100.1, 53751,35.51,
2018-06-06 14:39:22, 26.555, 8.366, 263.0, 7.23,100.0, 53741,35.51,
2018-06-06 14:39:31, 26.555, 8.363, 263.2, 7.23,100.0, 53751,35.51,
2018-06-06 14:39:40, 26.555, 8.357, 262.9, 7.18,99.2, 53761,35.52,
2018-06-06 14:39:49, 26.555, 8.359, 263.0, 7.22,99.8, 53741,35.51,
2018-06-06 14:39:58, 26.555, 8.361, 263.1, 7.22,99.8, 53781,35.54,
2018-06-06 14:40:07, 26.555, 8.363, 263.5, 7.24,100.0, 53771,35.52,
2018-06-06 14:40:16, 26.555, 8.361, 262.7, 7.28,100.6, 53771,35.52,
2018-06-06 14:40:25, 26.555, 8.359, 262.7, 7.28,100.6, 53771,35.53,
2018-06-06 14:40:34, 26.554, 8.362, 263.0, 7.27,100.5, 53761,35.52,
2018-06-06 14:40:43, 26.554, 8.360, 263.3, 7.26,100.3, 53761,35.52,
2018-06-06 14:40:52, 26.554, 8.357, 263.3, 7.21,99.7, 53771,35.52,
2018-06-06 14:41:01, 26.554, 8.359, 262.8, 7.22,99.8, 53771,35.53,
2018-06-06 14:41:10, 26.556, 8.359, 262.9, 7.27,100.5, 53751,35.51,
2018-06-06 14:41:19, 26.556, 8.360, 262.9, 7.21,99.6, 53761,35.52,
2018-06-06 14:41:28, 26.555, 8.358, 262.9, 7.23,100.0, 54131,35.79,
2018-06-06 14:41:37, 26.555, 8.362, 262.9, 7.24,100.1, 53761,35.52,
2018-06-06 14:41:46, 26.555, 8.365, 262.9, 7.25,100.2, 53761,35.52,
2018-06-06 14:41:56, 26.553, 8.365, 262.9, 7.20,99.6, 53751,35.51,
2018-06-06 14:42:05, 26.553, 8.365, 262.9, 7.27,100.4, 53751,35.52,
2018-06-06 14:42:14, 26.553, 8.365, 263.0, 7.22,99.7, 53751,35.51,
2018-06-06 14:42:23, 26.553, 8.365, 262.9, 7.22,99.8, 53761,35.52,
2018-06-06 14:42:32, 26.554, 8.361, 263.0, 7.22,99.8, 53771,35.53,
2018-06-06 14:42:41, 26.554, 8.362, 262.9, 7.21,99.7, 53781,35.53,
2018-06-06 14:42:50, 26.553, 8.361, 262.8, 7.20,99.6, 53761,35.52,
2018-06-06 14:42:59, 26.553, 8.358, 263.0, 7.18,99.3, 53761,35.52,
2018-06-06 14:43:08, 26.553, 8.361, 263.1, 7.24,100.1, 53761,35.52,
2018-06-06 14:43:17, 26.553, 8.361, 262.9, 7.23,99.9, 53771,35.53,
2018-06-06 14:43:26, 26.552, 8.363, 263.1, 7.16,99.0, 53761,35.52,
2018-06-06 14:43:35, 26.553, 8.365, 263.5, 7.19,99.4, 54181,35.83,
2018-06-06 14:43:44, 26.553, 8.364, 262.5, 7.22,99.7, 53771,35.52,
2018-06-06 14:43:53, 26.554, 8.366, 263.1, 7.19,99.4, 53771,35.53,
2018-06-06 14:44:02, 26.552, 8.364, 262.7, 7.24,100.1, 53771,35.53,
2018-06-06 14:44:11, 26.551, 8.363, 262.7, 7.21,99.7, 53761,35.52,
2018-06-06 14:44:20, 26.550, 8.361, 262.6, 7.22,99.8, 53761,35.52,
2018-06-06 14:44:29, 26.551, 8.362, 263.3, 7.22,99.8, 53771,35.53,
2018-06-06 14:44:38, 26.552, 8.360, 262.5, 7.20,99.5, 53761,35.52,
2018-06-06 14:44:47, 26.552, 8.365, 262.5, 7.16,99.0, 53761,35.52,
2018-06-06 14:44:56, 26.551, 8.366, 262.7, 7.20,99.5, 53761,35.52,
2018-06-06 14:45:05, 26.551, 8.365, 263.1, 7.21,99.6, 53771,35.53,
2018-06-06 14:45:14, 26.551, 8.369, 262.6, 7.12,98.4, 53761,35.52,
2018-06-06 14:45:23, 26.550, 8.366, 262.6, 7.20,99.6, 53761,35.52,
2018-06-06 14:45:32, 26.551, 8.369, 262.4, 7.26,100.3, 53771,35.53,
2018-06-06 14:45:41, 26.552, 8.369, 262.6, 7.26,100.4, 53761,35.52,
2018-06-06 14:45:50, 26.550, 8.364, 262.7, 7.24,100.0, 53761,35.52,
2018-06-06 14:45:59, 26.550, 8.362, 262.6, 7.28,100.7, 53761,35.52,
2018-06-06 14:46:08, 26.550, 8.359, 262.7, 7.24,100.1, 53771,35.52,
2018-06-06 14:46:17, 26.550, 8.361, 262.4, 7.27,100.4, 53771,35.53,
2018-06-06 14:46:26, 26.550, 8.359, 262.5, 7.28,100.6, 53761,35.52,
2018-06-06 14:46:36, 26.550, 8.364, 262.6, 7.24,100.1, 53771,35.53,
2018-06-06 14:46:45, 26.550, 8.365, 262.7, 7.29,100.7, 53781,35.53,
2018-06-06 14:46:54, 26.549, 8.367, 262.6, 7.23,100.0, 53751,35.52,
2018-06-06 14:47:03, 26.550, 8.371, 262.6, 7.22,99.8, 53761,35.52,
2018-06-06 14:47:12, 26.549, 8.369, 262.5, 7.21,99.7, 53761,35.52,
2018-06-06 14:47:21, 26.550, 8.360, 263.0, 7.20,99.5, 53761,35.52,
2018-06-06 14:47:30, 26.551, 8.362, 262.6, 7.28,100.6, 53771,35.53,
2018-06-06 14:47:39, 26.552, 8.366, 262.4, 7.19,99.3, 53781,35.53,
2018-06-06 14:47:48, 26.550, 8.366, 262.9, 7.22,99.8, 53771,35.52,
2018-06-06 14:47:57, 26.551, 8.365, 262.4, 7.20,99.5, 53761,35.52,
2018-06-06 14:48:06, 26.550, 8.362, 262.4, 7.21,99.7, 53771,35.53,
2018-06-06 14:48:15, 26.550, 8.362, 263.1, 7.24,100.0, 53761,35.52,
2018-06-06 14:48:24, 26.552, 8.362, 262.5, 7.22,99.8, 53761,35.52,
2018-06-06 14:48:33, 26.550, 8.361, 263.0, 7.23,100.0, 53771,35.53,
2018-06-06 14:48:42, 26.551, 8.357, 263.0, 7.26,100.3, 53771,35.52,
2018-06-06 14:48:51, 26.552, 8.360, 262.6, 7.24,100.0, 53761,35.52,
2018-06-06 14:49:00, 26.553, 8.365, 262.5, 7.20,99.5, 53761,35.52,
2018-06-06 14:49:09, 26.552, 8.367, 262.5, 7.22,99.8, 53771,35.53,
2018-06-06 14:49:18, 26.551, 8.362, 262.4, 7.20,99.6, 53761,35.52,
2018-06-06 14:49:27, 26.549, 8.365, 262.9, 7.28,100.6, 53761,35.52,
2018-06-06 14:49:36, 26.549, 8.364, 262.4, 7.27,100.5, 53781,35.53,
2018-06-06 14:49:45, 26.549, 8.366, 262.2, 7.28,100.6, 53751,35.51,
2018-06-06 14:49:54, 26.549, 8.365, 262.3, 7.31,101.0, 53771,35.53,
2018-06-06 14:50:03, 26.547, 8.367, 262.5, 7.33,101.3, 53771,35.52,
2018-06-06 14:50:12, 26.547, 8.366, 262.2, 7.30,100.9, 53781,35.54,
2018-06-06 14:50:21, 26.545, 8.364, 262.4, 7.30,101.0, 53771,35.52,
2018-06-06 14:50:30, 26.547, 8.366, 262.4, 7.31,101.0, 53771,35.53,
2018-06-06 14:50:39, 26.547, 8.363, 262.3, 7.29,100.8, 53771,35.53,
2018-06-06 14:50:48, 26.547, 8.363, 262.2, 7.28,100.6, 53761,35.52,
2018-06-06 14:50:57, 26.547, 8.364, 262.3, 7.30,100.9, 53771,35.53,
2018-06-06 14:51:06, 26.546, 8.367, 262.2, 7.30,100.8, 53761,35.52,
2018-06-06 14:51:16, 26.545, 8.371, 262.3, 7.27,100.5, 53781,35.53,
2018-06-06 14:51:25, 26.544, 8.365, 262.4, 7.32,101.2, 53761,35.52,
2018-06-06 14:51:34, 26.543, 8.366, 262.4, 7.31,101.0, 53771,35.53,
2018-06-06 14:51:43, 26.543, 8.363, 262.1, 7.30,101.0, 53771,35.53,
2018-06-06 14:51:52, 26.543, 8.362, 262.4, 7.30,100.9, 53761,35.52,
2018-06-06 14:52:01, 26.543, 8.360, 262.2, 7.30,100.9, 53751,35.51,
2018-06-06 14:52:10, 26.543, 8.368, 262.4, 7.30,100.9, 53751,35.51,
2018-06-06 14:52:19, 26.543, 8.369, 262.4, 7.30,100.9, 53761,35.52,
2018-06-06 14:52:28, 26.543, 8.364, 262.4, 7.26,100.4, 53761,35.52,
2018-06-06 14:52:37, 26.543, 8.362, 262.4, 7.24,100.1, 53741,35.51,
2018-06-06 14:52:46, 26.542, 8.362, 262.4, 7.29,100.8, 53781,35.53,
2018-06-06 14:52:55, 26.542, 8.368, 261.8, 7.25,100.2, 53771,35.52,
2018-06-06 14:53:04, 26.542, 8.368, 262.2, 7.29,100.8, 53751,35.51,
2018-06-06 14:53:13, 26.541, 8.369, 262.9, 7.31,101.0, 53761,35.52,
2018-06-06 14:53:22, 26.541, 8.362, 262.4, 7.31,101.0, 53761,35.52,
2018-06-06 14:53:31, 26.541, 8.359, 262.4, 7.28,100.6, 53751,35.51,
2018-06-06 14:53:40, 26.541, 8.357, 262.2, 7.30,100.8, 53751,35.51,
2018-06-06 14:53:49, 26.540, 8.361, 262.2, 7.30,100.8, 53761,35.52,
2018-06-06 14:53:58, 26.540, 8.364, 262.2, 7.27,100.4, 53751,35.51,
2018-06-06 14:54:07, 26.541, 8.365, 262.2, 7.31,101.1, 53751,35.51,
2018-06-06 14:54:16, 26.541, 8.367, 262.2, 7.31,101.0, 53761,35.52,
2018-06-06 14:54:25, 26.541, 8.366, 262.2, 7.31,101.0, 53751,35.51,
2018-06-06 14:54:34, 26.541, 8.368, 263.0, 7.29,100.8, 53741,35.51,
2018-06-06 14:54:43, 26.540, 8.369, 262.5, 7.31,101.0, 53751,35.51,
2018-06-06 14:54:52, 26.540, 8.364, 262.6, 7.30,100.9, 53751,35.51,
2018-06-06 14:55:01, 26.539, 8.368, 262.2, 7.30,100.9, 53751,35.51,
2018-06-06 14:55:10, 26.539, 8.365, 262.4, 7.32,101.2, 53761,35.52,
2018-06-06 14:55:19, 26.540, 8.363, 262.3, 7.27,100.5, 53771,35.53,
2018-06-06 14:55:28, 26.540, 8.362, 262.9, 7.30,100.9, 53751,35.51,
2018-06-06 14:55:37, 26.539, 8.363, 262.4, 7.28,100.6, 53761,35.52,
2018-06-06 14:55:46, 26.539, 8.360, 262.3, 7.28,100.6, 53991,35.69,
2018-06-06 14:55:56, 26.540, 8.360, 262.2, 7.27,100.5, 53751,35.51,
2018-06-06 14:56:05, 26.540, 8.363, 262.2, 7.30,100.9, 53751,35.51,
2018-06-06 14:56:14, 26.539, 8.361, 262.4, 7.30,100.9, 53761,35.52,
2018-06-06 14:56:23, 26.538, 8.365, 262.8, 7.26,100.3, 53761,35.52,
2018-06-06 14:56:32, 26.540, 8.366, 262.6, 7.26,100.3, 53761,35.52,
2018-06-06 14:56:41, 26.540, 8.365, 262.7, 7.27,100.5, 53751,35.51,
2018-06-06 14:56:50, 26.539, 8.362, 263.1, 7.27,100.5, 53761,35.52,
2018-06-06 14:56:59, 26.540, 8.359, 262.5, 7.30,100.9, 53761,35.52,
2018-06-06 14:57:08, 26.540, 8.360, 262.2, 7.30,100.8, 53761,35.52,
2018-06-06 14:57:17, 26.540, 8.357, 262.4, 7.29,100.8, 53781,35.53,
2018-06-06 14:57:26, 26.540, 8.361, 262.2, 7.29,100.8, 53751,35.52,
2018-06-06 14:57:35, 26.541, 8.363, 262.6, 7.28,100.6, 53761,35.52,
2018-06-06 14:57:44, 26.541, 8.364, 263.1, 7.28,100.6, 53761,35.52,
2018-06-06 14:57:53, 26.541, 8.365, 262.4, 7.31,101.0, 53771,35.53,
2018-06-06 14:58:02, 26.541, 8.366, 262.5, 7.31,101.1, 53961,35.67,
2018-06-06 14:58:11, 26.542, 8.364, 262.4, 7.32,101.1, 53751,35.51,
2018-06-06 14:58:20, 26.542, 8.360, 263.1, 7.31,101.0, 53821,35.56,
2018-06-06 14:58:29, 26.542, 8.362, 262.3, 7.27,100.5, 53761,35.52,
2018-06-06 14:58:38, 26.541, 8.363, 262.6, 7.24,100.0, 53751,35.51,
2018-06-06 14:58:47, 26.541, 8.359, 262.5, 7.27,100.4, 53751,35.51,
2018-06-06 14:58:56, 26.541, 8.359, 262.6, 7.26,100.4, 53761,35.52,
2018-06-06 14:59:05, 26.540, 8.363, 262.4, 7.29,100.7, 53751,35.51,
2018-06-06 14:59:14, 26.540, 8.362, 262.4, 7.27,100.5, 53751,35.51,
2018-06-06 14:59:23, 26.540, 8.365, 262.3, 7.30,100.8, 53761,35.52,
2018-06-06 14:59:32, 26.539, 8.362, 262.4, 7.29,100.7, 53731,35.50,
2018-06-06 14:59:41, 26.539, 8.362, 262.4, 7.31,101.0, 53751,35.51,
2018-06-06 14:59:50, 26.539, 8.361, 262.6, 7.29,100.8, 53751,35.51,
2018-06-06 14:59:59, 26.540, 8.358, 262.4, 7.27,100.5, 54241,35.88,
2018-06-06 15:00:08, 26.540, 8.362, 262.3, 7.32,101.1, 53841,35.58,
2018-06-06 15:00:17, 26.541, 8.367, 262.6, 7.29,100.7, 54161,35.82,
2018-06-06 15:00:26, 26.540, 8.366, 262.9, 7.26,100.4, 54631,36.16,
2018-06-06 15:00:36, 26.540, 8.366, 262.2, 7.27,100.5, 53771,35.52,
2018-06-06 15:00:45, 26.538, 8.367, 262.9, 7.25,100.2, 53751,35.51,
2018-06-06 15:00:54, 26.538, 8.368, 262.7, 7.23,99.9, 53761,35.52,
2018-06-06 15:01:03, 26.538, 8.368, 262.4, 7.29,100.8, 53761,35.52,
2018-06-06 15:01:12, 26.538, 8.363, 262.4, 7.26,100.3, 53761,35.52,
2018-06-06 15:01:21, 26.539, 8.361, 262.2, 7.26,100.4, 53751,35.51,
2018-06-06 15:01:30, 26.539, 8.362, 262.6, 7.26,100.4, 53761,35.52,
2018-06-06 15:01:39, 26.539, 8.367, 262.9, 7.27,100.4, 53761,35.52,
2018-06-06 15:01:48, 26.539, 8.360, 262.5, 7.27,100.4, 53761,35.52,
2018-06-06 15:01:57, 26.539, 8.357, 262.4, 7.28,100.6, 53761,35.52,
2018-06-06 15:02:06, 26.539, 8.363, 262.4, 7.21,99.7, 53761,35.52,
2018-06-06 15:02:15, 26.538, 8.365, 262.4, 7.24,100.1, 53761,35.52,
2018-06-06 15:02:24, 26.539, 8.361, 262.4, 7.27,100.5, 53761,35.52,
2018-06-06 15:02:33, 26.538, 8.359, 262.9, 7.25,100.2, 53761,35.52,
2018-06-06 15:02:42, 26.537, 8.358, 262.3, 7.27,100.5, 53751,35.51,
2018-06-06 15:02:51, 26.537, 8.359, 262.4, 7.27,100.5, 53751,35.51,
2018-06-06 15:03:00, 26.537, 8.364, 262.4, 7.29,100.8, 53771,35.52,
2018-06-06 15:03:09, 26.537, 8.360, 262.3, 7.30,100.8, 53761,35.52,
2018-06-06 15:03:18, 26.536, 8.358, 262.6, 7.30,100.9, 53761,35.52,
2018-06-06 15:03:27, 26.537, 8.362, 262.4, 7.25,100.3, 53781,35.53,
2018-06-06 15:03:36, 26.537, 8.366, 262.2, 7.26,100.4, 53761,35.52,
2018-06-06 15:03:45, 26.536, 8.364, 262.4, 7.27,100.4, 53761,35.52,
2018-06-06 15:03:54, 26.536, 8.360, 262.2, 7.30,100.9, 53761,35.52,
2018-06-06 15:04:03, 26.536, 8.359, 262.5, 7.28,100.7, 53771,35.53,
2018-06-06 15:04:12, 26.537, 8.358, 262.4, 7.26,100.3, 53761,35.52,
2018-06-06 15:04:21, 26.538, 8.363, 262.2, 7.27,100.4, 53761,35.52,
2018-06-06 15:04:30, 26.538, 8.366, 262.2, 7.24,100.1, 53781,35.53,
2018-06-06 15:04:39, 26.538, 8.362, 262.3, 7.24,100.0, 53761,35.52,
2018-06-06 15:04:48, 26.538, 8.358, 262.1, 7.25,100.2, 53771,35.53,
2018-06-06 15:04:57, 26.538, 8.357, 262.1, 7.27,100.5, 53771,35.53,
2018-06-06 15:05:06, 26.538, 8.361, 262.3, 7.28,100.6, 53751,35.51,
2018-06-06 15:05:16, 26.539, 8.365, 262.8, 7.29,100.8, 53751,35.51,
2018-06-06 15:05:25, 26.539, 8.361, 262.1, 7.29,100.7, 53761,35.52,
2018-06-06 15:05:34, 26.539, 8.355, 262.2, 7.30,100.9, 53761,35.52,
2018-06-06 15:05:43, 26.540, 8.359, 262.9, 7.28,100.6, 53871,35.60,
2018-06-06 15:05:52, 26.540, 8.360, 262.2, 7.27,100.4, 53761,35.52,
2018-06-06 15:06:01, 26.539, 8.367, 262.4, 7.25,100.3, 53771,35.53,
2018-06-06 15:06:10, 26.539, 8.358, 263.0, 7.28,100.6, 53761,35.52,
2018-06-06 15:06:19, 26.539, 8.357, 262.2, 7.27,100.5, 53761,35.52,
2018-06-06 15:06:28, 26.538, 8.364, 262.2, 7.28,100.7, 53751,35.51,
2018-06-06 15:06:37, 26.537, 8.360, 262.1, 7.27,100.5, 53761,35.52,
2018-06-06 15:06:46, 26.537, 8.357, 262.3, 7.25,100.1, 53751,35.51,
2018-06-06 15:06:55, 26.537, 8.358, 262.4, 7.29,100.7, 53761,35.52,
2018-06-06 15:07:04, 26.536, 8.364, 262.2, 7.23,99.9, 53781,35.53,
2018-06-06 15:07:13, 26.536, 8.361, 262.4, 7.28,100.6, 53761,35.52,
2018-06-06 15:07:22, 26.534, 8.356, 262.3, 7.24,100.0, 53761,35.52,
2018-06-06 15:07:31, 26.531, 8.362, 262.2, 7.25,100.2, 53771,35.53,
2018-06-06 15:07:40, 26.530, 8.364, 262.2, 7.26,100.3, 53761,35.52,
2018-06-06 15:07:49, 26.528, 8.358, 262.3, 7.26,100.4, 53761,35.52,
2018-06-06 15:07:58, 26.526, 8.359, 262.3, 7.22,99.9, 53761,35.52,
2018-06-06 15:08:07, 26.523, 8.366, 262.1, 7.28,100.6, 53771,35.53,
2018-06-06 15:08:16, 26.520, 8.358, 262.2, 7.26,100.3, 53761,35.52,
2018-06-06 15:08:25, 26.517, 8.357, 262.1, 7.26,100.3, 53761,35.52,
2018-06-06 15:08:34, 26.514, 8.365, 262.0, 7.24,100.1, 53781,35.53,
2018-06-06 15:08:43, 26.512, 8.364, 262.4, 7.25,100.2, 53751,35.51,
2018-06-06 15:08:52, 26.510, 8.358, 262.1, 7.23,99.9, 53761,35.52,
2018-06-06 15:09:01, 26.506, 8.357, 262.2, 7.26,100.4, 53761,35.52,
2018-06-06 15:09:10, 26.503, 8.365, 262.2, 7.26,100.3, 53741,35.50,
2018-06-06 15:09:19, 26.497, 8.367, 262.6, 7.24,100.1, 53721,35.49,
2018-06-06 15:09:28, 26.496, 8.362, 262.5, 7.27,100.4, 53721,35.50,
2018-06-06 15:09:37, 26.493, 8.358, 262.2, 7.26,100.4, 53751,35.51,
2018-06-06 15:09:46, 26.491, 8.359, 262.2, 7.21,99.6, 53731,35.50,
2018-06-06 15:09:56, 26.486, 8.363, 262.1, 7.25,100.3, 53721,35.49,
2018-06-06 15:10:05, 26.483, 8.364, 262.2, 7.26,100.3, 53721,35.49,
2018-06-06 15:10:14, 26.480, 8.364, 262.2, 7.26,100.3, 53721,35.49,
2018-06-06 15:10:23, 26.479, 8.368, 262.2, 7.24,100.1, 53721,35.49,
2018-06-06 15:10:32, 26.478, 8.369, 262.2, 7.24,100.1, 53721,35.49,
2018-06-06 15:10:41, 26.476, 8.366, 262.1, 7.20,99.6, 53751,35.51,
2018-06-06 15:10:50, 26.474, 8.364, 262.1, 7.26,100.3, 55411,36.75,
2018-06-06 15:10:59, 26.470, 8.359, 262.2, 7.25,100.1, 53721,35.49,
2018-06-06 15:11:08, 26.469, 8.357, 262.2, 7.29,100.8, 53761,35.52,
2018-06-06 15:11:17, 26.466, 8.359, 262.3, 7.28,100.6, 53731,35.50,
